reaction_type,from_formula,to_formula,balanced_reaction,run0|BSSE=no,run8|BSSE=no,run41|BSSE=no,run102|BSSE=no,run102|BSSE=yes,run110|BSSE=no
Add MImH,1Zn_1MIm_2MImH_1MeOH,1Zn_1MIm_3MImH_1MeOH,1Zn_1MIm_2MImH_1MeOH + MImH -> 1Zn_1MIm_3MImH_1MeOH,-25.41289999999997,-20.295099999999366,-19.194399999891175,-14.954069879226154,-14.333196456514997,-18.582699999999022
Add MImH,1Zn_1MIm_2MImH_2MeOH,1Zn_1MIm_3MImH_2MeOH,1Zn_1MIm_2MImH_2MeOH + MImH -> 1Zn_1MIm_3MImH_2MeOH,-26.016300000000047,-13.605600000002596,-21.028700000111712,-16.02521030275966,-15.247389369731536,-14.636700000002747
Add MImH,1Zn_1MIm_3MImH_0MeOH,1Zn_1MIm_4MImH_0MeOH,1Zn_1MIm_3MImH_0MeOH + MImH -> 1Zn_1MIm_4MImH_0MeOH,-26.782399999999985,-19.620899999994435,-17.986600000149338,-13.286557721410645,-14.205022038397146,-16.15350000000035
Add MImH,1Zn_1MIm_3MImH_1MeOH,1Zn_1MIm_4MImH_1MeOH,1Zn_1MIm_3MImH_1MeOH + MImH -> 1Zn_1MIm_4MImH_1MeOH,-21.140600000000052,-21.107100000001083,-19.221600000018952,-15.498375588533236,-15.997148688387824,-15.635999999998603
Add MImH,1Zn_1MIm_4MImH_0MeOH,1Zn_1MIm_5MImH_0MeOH,1Zn_1MIm_4MImH_0MeOH + MImH -> 1Zn_1MIm_5MImH_0MeOH,1.931400000000064,-7.393000000003667,-4.642999999894528,-1.0395247292181011,-0.21964582029613666,-0.1315000000031432
Add MImH,1Zn_2MIm_0MImH_2MeOH,1Zn_2MIm_1MImH_2MeOH,1Zn_2MIm_0MImH_2MeOH + MImH -> 1Zn_2MIm_1MImH_2MeOH,-25.91420000000004,-30.036800000001676,-27.927799999917625,-25.086319845024263,-25.116636160382768,-27.458299999998417
Add MImH,1Zn_2MIm_0MImH_3MeOH,1Zn_2MIm_1MImH_3MeOH,1Zn_2MIm_0MImH_3MeOH + MImH -> 1Zn_2MIm_1MImH_3MeOH,-15.331000000000007,-9.187699999998586,-13.476700000202982,-9.150118215678958,-7.743100750580197,-6.571200000002136
Add MImH,1Zn_2MIm_1MImH_1MeOH,1Zn_2MIm_2MImH_1MeOH,1Zn_2MIm_1MImH_1MeOH + MImH -> 1Zn_2MIm_2MImH_1MeOH,-17.37639999999998,-12.608700000000681,-14.899200000072597,-10.836780835496029,-11.234831027890323,-12.9629999999961
Add MImH,1Zn_2MIm_1MImH_2MeOH,1Zn_2MIm_2MImH_2MeOH,1Zn_2MIm_1MImH_2MeOH + MImH -> 1Zn_2MIm_2MImH_2MeOH,-16.157899999999916,-4.812100000002829,-11.29940000010538,-5.965818898839643,-5.056529788969783,-6.238900000003923
Add MImH,1Zn_2MIm_2MImH_0MeOH,1Zn_2MIm_3MImH_0MeOH,1Zn_2MIm_2MImH_0MeOH + MImH -> 1Zn_2MIm_3MImH_0MeOH,-16.533799999999918,-13.935499999999593,-12.312200000014855,-9.203309049335076,-9.677246863459004,-11.729499999994005
Add MImH,1Zn_2MIm_3MImH_0MeOH,1Zn_2MIm_4MImH_0MeOH,1Zn_2MIm_3MImH_0MeOH + MImH -> 1Zn_2MIm_4MImH_0MeOH,6.3388999999999776,-3.5873000000065076,-0.025400000129593536,4.568301269697258,5.741543828306021,5.81699999999546
Add MImH,1Zn_3MIm_1MImH_0MeOH,1Zn_3MIm_2MImH_0MeOH,1Zn_3MIm_1MImH_0MeOH + MImH -> 1Zn_3MIm_2MImH_0MeOH,-15.367900000000066,-12.165699999997742,-10.740700000169454,-7.1413248566386756,-7.188061361986911,-7.900199999996403
Add MImH,1Zn_4MIm_0MImH_0MeOH,1Zn_4MIm_1MImH_0MeOH,1Zn_4MIm_0MImH_0MeOH + MImH -> 1Zn_4MIm_1MImH_0MeOH,16.778100000000006,9.111600000003818,7.004500000068219,9.844382712879451,10.527922109380597,16.38249999999971
Add MImH,1Zn_4MIm_1MImH_0MeOH,1Zn_4MIm_2MImH_0MeOH,1Zn_4MIm_1MImH_0MeOH + MImH -> 1Zn_4MIm_2MImH_0MeOH,19.76,0.06269999999494758,4.754700000194134,7.521955975709716,8.540261533140438,10.852899999998044
Add MIm(-),1Zn_0MIm_0MImH_4MeOH,1Zn_1MIm_0MImH_4MeOH,1Zn_0MIm_0MImH_4MeOH + MIm- -> 1Zn_1MIm_0MImH_4MeOH,-206.8783,-236.40240000000085,-216.95239999998012,-216.91880224068882,-216.2776112088468,-217.63199999999597
Add MIm(-),1Zn_0MIm_0MImH_5MeOH,1Zn_1MIm_0MImH_5MeOH,1Zn_0MIm_0MImH_5MeOH + MIm- -> 1Zn_1MIm_0MImH_5MeOH,-191.01190000000003,-222.740200000002,-204.58350000009523,-204.77597252558917,-203.80410894891247,-204.91580000000067
Add MIm(-),1Zn_0MIm_1MImH_3MeOH,1Zn_1MIm_1MImH_3MeOH,1Zn_0MIm_1MImH_3MeOH + MIm- -> 1Zn_1MIm_1MImH_3MeOH,-202.0047,-223.4341000000004,-204.34439999997267,-203.4125691037625,-204.17269948858302,-204.56109999999717
Add MIm(-),1Zn_0MIm_1MImH_4MeOH,1Zn_1MIm_1MImH_4MeOH,1Zn_0MIm_1MImH_4MeOH + MIm- -> 1Zn_1MIm_1MImH_4MeOH,-191.8479,-206.37099999999737,-192.3497999998799,-191.5209329429781,-191.6179198817117,-190.05309999999918
Add MIm(-),1Zn_0MIm_2MImH_2MeOH,1Zn_1MIm_2MImH_2MeOH,1Zn_0MIm_2MImH_2MeOH + MIm- -> 1Zn_1MIm_2MImH_2MeOH,-196.34259999999998,-212.24239999999736,-192.31409999998868,-190.22778925136663,-190.4598188601667,-194.51649999999609
Add MIm(-),1Zn_0MIm_2MImH_3MeOH,1Zn_1MIm_2MImH_3MeOH,1Zn_0MIm_2MImH_3MeOH + MIm- -> 1Zn_1MIm_2MImH_3MeOH,-178.41750000000005,-192.34099999999853,-176.2669000000751,-173.97803947736975,-172.6485362534877,-173.47349999999824
Add MIm(-),1Zn_0MIm_3MImH_1MeOH,1Zn_1MIm_3MImH_1MeOH,1Zn_0MIm_3MImH_1MeOH + MIm- -> 1Zn_1MIm_3MImH_1MeOH,-181.0169,-185.9950000000008,-169.67189999987022,-166.53704132454004,-166.51668213296216,-170.61669999999685
Add MIm(-),1Zn_0MIm_3MImH_2MeOH,1Zn_1MIm_3MImH_2MeOH,1Zn_0MIm_3MImH_2MeOH + MIm- -> 1Zn_1MIm_3MImH_2MeOH,-175.61260000000007,-179.40800000000127,-169.3202000001038,-165.6392479595961,-165.44766490883194,-166.3816999999999
Add MIm(-),1Zn_0MIm_4MImH_0MeOH,1Zn_1MIm_4MImH_0MeOH,1Zn_0MIm_4MImH_0MeOH + MIm- -> 1Zn_1MIm_4MImH_0MeOH,-177.98260000000002,-178.0650000000005,-161.2699000001012,-158.85811545001343,-158.35444806620944,-161.13919999999962
Add MIm(-),1Zn_0MIm_4MImH_1MeOH,1Zn_1MIm_4MImH_1MeOH,1Zn_0MIm_4MImH_1MeOH + MIm- -> 1Zn_1MIm_4MImH_1MeOH,-162.32670000000005,-177.22510000000148,-157.7737999999954,-156.05629413912538,-155.43145049654413,-156.00119999999333
Add MIm(-),1Zn_0MIm_5MImH_0MeOH,1Zn_1MIm_5MImH_0MeOH,1Zn_0MIm_5MImH_0MeOH + MIm- -> 1Zn_1MIm_5MImH_0MeOH,-141.15079999999998,-158.5681999999997,-140.53579999986687,-138.21834495221265,-137.42229013191536,-137.0729999999985
Add MIm(-),1Zn_1MIm_0MImH_3MeOH,1Zn_2MIm_0MImH_3MeOH,1Zn_1MIm_0MImH_3MeOH + MIm- -> 1Zn_2MIm_0MImH_3MeOH,-140.87810000000005,-155.93359999999848,-139.7838000000047,-139.1196039803326,-139.6096540747676,-144.02729999999974
Add MIm(-),1Zn_1MIm_0MImH_4MeOH,1Zn_2MIm_0MImH_4MeOH,1Zn_1MIm_0MImH_4MeOH + MIm- -> 1Zn_2MIm_0MImH_4MeOH,-132.5794,-139.71140000000196,-130.49880000008852,-127.72028403368313,-128.07332619011868,-131.98940000000403
Add MIm(-),1Zn_1MIm_1MImH_2MeOH,1Zn_2MIm_1MImH_2MeOH,1Zn_1MIm_1MImH_2MeOH + MIm- -> 1Zn_2MIm_1MImH_2MeOH,-135.88060000000004,-143.87049999999908,-127.84119999982067,-125.9424403377343,-126.79700995131861,-131.24809999999889
Add MIm(-),1Zn_1MIm_1MImH_3MeOH,1Zn_2MIm_1MImH_3MeOH,1Zn_1MIm_1MImH_3MeOH + MIm- -> 1Zn_2MIm_1MImH_3MeOH,-116.37110000000003,-122.13919999999962,-111.36310000010417,-108.75703964394052,-107.91713105421513,-111.18110000000343
Add MIm(-),1Zn_1MIm_2MImH_1MeOH,1Zn_2MIm_2MImH_1MeOH,1Zn_1MIm_2MImH_1MeOH + MIm- -> 1Zn_2MIm_2MImH_1MeOH,-121.42119999999996,-119.98769999999968,-108.81299999999464,-104.97095728188287,-105.60264764504973,-109.92849999999635
Add MIm(-),1Zn_1MIm_2MImH_2MeOH,1Zn_2MIm_2MImH_2MeOH,1Zn_1MIm_2MImH_2MeOH + MIm- -> 1Zn_2MIm_2MImH_2MeOH,-114.75219999999997,-108.95340000000397,-102.82690000013099,-98.63236845575739,-97.92767693661153,-100.49790000000394
Add MIm(-),1Zn_1MIm_3MImH_0MeOH,1Zn_2MIm_3MImH_0MeOH,1Zn_1MIm_3MImH_0MeOH + MIm- -> 1Zn_2MIm_3MImH_0MeOH,-118.51459999999993,-114.25449999999364,-101.38490000009187,-97.52269111038186,-98.19078265316784,-102.7092999999968
Add MIm(-),1Zn_1MIm_4MImH_0MeOH,1Zn_2MIm_4MImH_0MeOH,1Zn_1MIm_4MImH_0MeOH + MIm- -> 1Zn_2MIm_4MImH_0MeOH,-85.39329999999997,-98.22090000000571,-83.42370000007213,-79.66783211927395,-78.24421678646468,-80.73880000000099
Add MIm(-),1Zn_2MIm_0MImH_2MeOH,1Zn_3MIm_0MImH_2MeOH,1Zn_2MIm_0MImH_2MeOH + MIm- -> 1Zn_3MIm_0MImH_2MeOH,-66.71119999999998,-72.64580000000387,-61.505899999901885,-58.717840357567184,-58.41725603223313,-66.41869999999653
Add MIm(-),1Zn_2MIm_2MImH_0MeOH,1Zn_3MIm_2MImH_0MeOH,1Zn_2MIm_2MImH_0MeOH + MIm- -> 1Zn_3MIm_2MImH_0MeOH,-55.66679999999999,-51.963800000003175,-41.85680000009597,-38.78140441537835,-39.03496649651788,-43.496799999995346
Add MIm(-),1Zn_3MIm_0MImH_2MeOH,1Zn_4MIm_0MImH_2MeOH,1Zn_3MIm_0MImH_2MeOH + MIm- -> 1Zn_4MIm_0MImH_2MeOH,28.576200000000007,40.45010000000366,31.2188999998325,35.92506757879164,36.95951059507206,39.087499999999636
Add MIm(-),1Zn_3MIm_1MImH_0MeOH,1Zn_4MIm_1MImH_0MeOH,1Zn_3MIm_1MImH_0MeOH + MIm- -> 1Zn_4MIm_1MImH_0MeOH,30.73409999999999,30.904200000006313,32.070299999875715,35.87788886821363,35.67852068960201,35.564500000005864
Add MIm(-),1Zn_3MIm_2MImH_0MeOH,1Zn_4MIm_2MImH_0MeOH,1Zn_3MIm_2MImH_0MeOH + MIm- -> 1Zn_4MIm_2MImH_0MeOH,65.86200000000007,43.132599999999,47.5657000002393,50.54116970056202,51.40684358472936,54.31760000000031
Deprotonation (-H+),1Zn_0MIm_1MImH_3MeOH,1Zn_1MIm_0MImH_3MeOH,1Zn_0MIm_1MImH_3MeOH -> 1Zn_1MIm_0MImH_3MeOH + H+,-129.052,205.3065999999969,195.63260000012815,194.526630509994,193.6894413442351,194.8172000000003
Deprotonation (-H+),1Zn_0MIm_1MImH_4MeOH,1Zn_1MIm_0MImH_4MeOH,1Zn_0MIm_1MImH_4MeOH -> 1Zn_1MIm_0MImH_4MeOH + H+,-124.41289999999998,211.22620000000163,199.7730000000447,197.53806658578105,197.5860731647117,201.40410000000236
Deprotonation (-H+),1Zn_0MIm_1MImH_5MeOH,1Zn_1MIm_0MImH_5MeOH,1Zn_0MIm_1MImH_5MeOH -> 1Zn_1MIm_0MImH_5MeOH + H+,-113.9436,215.36420000000064,204.498399999924,203.17944919876754,202.25474958110135,203.33089999999982
Deprotonation (-H+),1Zn_0MIm_2MImH_2MeOH,1Zn_1MIm_1MImH_2MeOH,1Zn_0MIm_2MImH_2MeOH -> 1Zn_1MIm_1MImH_2MeOH + H+,-125.9416,213.24540000000044,202.07919999980368,201.47461859113537,201.8925610051956,202.4335000000018
Deprotonation (-H+),1Zn_0MIm_2MImH_3MeOH,1Zn_1MIm_1MImH_3MeOH,1Zn_0MIm_2MImH_3MeOH -> 1Zn_1MIm_1MImH_3MeOH + H+,-121.87740000000002,216.4601000000009,205.53799999994226,204.15998529584613,204.58547806332354,206.3218000000005
Deprotonation (-H+),1Zn_0MIm_2MImH_4MeOH,1Zn_1MIm_1MImH_4MeOH,1Zn_0MIm_2MImH_4MeOH -> 1Zn_1MIm_1MImH_4MeOH + H+,-115.45580000000001,221.95509999999987,209.51730000018142,207.8709752629511,207.49844632751774,208.0014
Deprotonation (-H+),1Zn_0MIm_3MImH_1MeOH,1Zn_1MIm_2MImH_1MeOH,1Zn_0MIm_3MImH_1MeOH -> 1Zn_1MIm_2MImH_1MeOH + H+,-122.48930000000001,220.05869999999842,207.60210000001825,206.84354561637156,206.24303138523828,207.92690000000118
Deprotonation (-H+),1Zn_0MIm_3MImH_2MeOH,1Zn_1MIm_2MImH_2MeOH,1Zn_0MIm_3MImH_2MeOH -> 1Zn_1MIm_2MImH_2MeOH + H+,-116.48160000000001,219.9562000000012,209.78810000000522,208.812479404849,208.22624152258504,208.21590000000185
Deprotonation (-H+),1Zn_0MIm_3MImH_3MeOH,1Zn_1MIm_2MImH_3MeOH,1Zn_0MIm_3MImH_3MeOH -> 1Zn_1MIm_2MImH_3MeOH + H+,-109.84440000000001,225.5132000000019,214.2982000000775,213.6270723368507,214.5647305980092,215.05329999999856
Deprotonation (-H+),1Zn_0MIm_4MImH_0MeOH,1Zn_1MIm_3MImH_0MeOH,1Zn_0MIm_4MImH_0MeOH -> 1Zn_1MIm_3MImH_0MeOH + H+,-118.08550000000002,227.31449999999379,214.79630000004545,212.85495933308266,214.27709103387315,214.97519999999975
Deprotonation (-H+),1Zn_0MIm_4MImH_1MeOH,1Zn_1MIm_3MImH_1MeOH,1Zn_0MIm_4MImH_1MeOH -> 1Zn_1MIm_3MImH_1MeOH + H+,-108.07139999999998,229.64059999999947,219.52740000002086,217.8685985110933,218.99221525352914,219.59570000000429
Deprotonation (-H+),1Zn_0MIm_4MImH_2MeOH,1Zn_1MIm_3MImH_2MeOH,1Zn_0MIm_4MImH_2MeOH -> 1Zn_1MIm_3MImH_2MeOH + H+,-109.34320000000002,232.81139999999934,216.52209999994375,215.71396461082622,216.0919397197431,217.17270000000178
Deprotonation (-H+),1Zn_0MIm_5MImH_0MeOH,1Zn_1MIm_4MImH_0MeOH,1Zn_0MIm_5MImH_0MeOH -> 1Zn_1MIm_4MImH_0MeOH + H+,-109.96750000000003,234.58340000000382,222.18680000002496,221.2476968386909,221.22387275006622,223.01940000000366
Deprotonation (-H+),1Zn_0MIm_5MImH_1MeOH,1Zn_1MIm_4MImH_1MeOH,1Zn_0MIm_5MImH_1MeOH -> 1Zn_1MIm_4MImH_1MeOH + H+,-103.94440000000003,237.08359999999877,224.3611999999266,223.86650878598448,223.8533814823022,223.92020000000673
Deprotonation (-H+),1Zn_0MIm_6MImH_0MeOH,1Zn_1MIm_5MImH_0MeOH,1Zn_0MIm_6MImH_0MeOH -> 1Zn_1MIm_5MImH_0MeOH + H+,-97.52519999999993,244.54570000000305,230.71189999999478,229.85211527254432,229.7056310053449,231.6353000000007
Deprotonation (-H+),1Zn_1MIm_1MImH_2MeOH,1Zn_2MIm_0MImH_2MeOH,1Zn_1MIm_1MImH_2MeOH -> 1Zn_2MIm_0MImH_2MeOH + H+,-76.8517,271.9249000000025,258.16620000009425,257.5703965689754,256.7461432707496,256.17109999999855
Deprotonation (-H+),1Zn_1MIm_1MImH_3MeOH,1Zn_2MIm_0MImH_3MeOH,1Zn_1MIm_1MImH_3MeOH -> 1Zn_2MIm_0MImH_3MeOH + H+,-67.92540000000002,272.80709999999885,260.1932000000961,258.8195956334239,258.2524867580505,255.35099999999773
Deprotonation (-H+),1Zn_1MIm_1MImH_4MeOH,1Zn_2MIm_0MImH_4MeOH,1Zn_1MIm_1MImH_4MeOH -> 1Zn_2MIm_0MImH_4MeOH + H+,-65.14439999999996,277.88579999999706,261.6239999998361,261.33871549507603,261.13066685630474,259.4677999999975
Deprotonation (-H+),1Zn_1MIm_2MImH_1MeOH,1Zn_2MIm_1MImH_1MeOH,1Zn_1MIm_2MImH_1MeOH -> 1Zn_2MIm_1MImH_1MeOH + H+,-70.93009999999998,278.3796000000009,264.16580000007525,264.2923406152986,264.05870044452604,262.99539999999877
Deprotonation (-H+),1Zn_1MIm_2MImH_2MeOH,1Zn_2MIm_1MImH_2MeOH,1Zn_1MIm_2MImH_2MeOH -> 1Zn_2MIm_1MImH_2MeOH + H+,-65.47960000000006,281.61729999999875,266.5520999999717,265.7599675047677,265.5553699140437,265.701899999999
Deprotonation (-H+),1Zn_1MIm_2MImH_3MeOH,1Zn_2MIm_1MImH_3MeOH,1Zn_1MIm_2MImH_3MeOH -> 1Zn_2MIm_1MImH_3MeOH + H+,-59.83100000000002,286.66189999999983,270.4417999999132,269.38098512927536,269.3168832625961,268.6141999999953
Deprotonation (-H+),1Zn_1MIm_3MImH_0MeOH,1Zn_2MIm_2MImH_0MeOH,1Zn_1MIm_3MImH_0MeOH -> 1Zn_2MIm_2MImH_0MeOH + H+,-68.86610000000002,285.43960000000584,269.0068999999203,270.10713500063866,269.9129812719766,268.9810999999962
Deprotonation (-H+),1Zn_1MIm_3MImH_1MeOH,1Zn_2MIm_2MImH_1MeOH,1Zn_1MIm_3MImH_1MeOH -> 1Zn_2MIm_2MImH_1MeOH + H+,-62.89359999999999,286.0659999999996,268.46099999989383,268.4096296590287,267.1570658731507,268.6151000000017
Deprotonation (-H+),1Zn_1MIm_3MImH_2MeOH,1Zn_2MIm_2MImH_2MeOH,1Zn_1MIm_3MImH_2MeOH -> 1Zn_2MIm_2MImH_2MeOH + H+,-55.62119999999993,290.4107999999985,276.281399999978,275.8193589086877,275.74622949480545,274.0996999999978
Deprotonation (-H+),1Zn_1MIm_4MImH_0MeOH,1Zn_2MIm_3MImH_0MeOH,1Zn_1MIm_4MImH_0MeOH -> 1Zn_2MIm_3MImH_0MeOH + H+,-58.61749999999995,291.1250000000007,274.68130000005476,274.19038367271423,274.44075644691475,273.40510000000256
Deprotonation (-H+),1Zn_1MIm_5MImH_0MeOH,1Zn_2MIm_4MImH_0MeOH,1Zn_1MIm_5MImH_0MeOH -> 1Zn_2MIm_4MImH_0MeOH + H+,-54.210000000000036,294.93069999999784,279.2988999998197,279.7982096716296,280.4019460955169,279.35360000000117
Deprotonation (-H+),1Zn_2MIm_1MImH_1MeOH,1Zn_3MIm_0MImH_1MeOH,1Zn_2MIm_1MImH_1MeOH -> 1Zn_3MIm_0MImH_1MeOH + H+,-10.27539999999999,341.24239999999986,322.4004999999888,322.3990431979764,322.48422327055596,318.5008000000006
Deprotonation (-H+),1Zn_2MIm_1MImH_2MeOH,1Zn_3MIm_0MImH_2MeOH,1Zn_2MIm_1MImH_2MeOH -> 1Zn_3MIm_0MImH_2MeOH + H+,-7.682299999999941,343.1495999999977,324.50150000001304,324.7949965491425,325.1258971898351,321.0005000000009
Deprotonation (-H+),1Zn_2MIm_2MImH_0MeOH,1Zn_3MIm_1MImH_0MeOH,1Zn_2MIm_2MImH_0MeOH -> 1Zn_3MIm_1MImH_0MeOH + H+,-7.184199999999919,345.96049999999445,326.9635000000708,326.7864375029458,326.5796119271545,324.36430000000007
Deprotonation (-H+),1Zn_2MIm_3MImH_0MeOH,1Zn_3MIm_2MImH_0MeOH,1Zn_2MIm_3MImH_0MeOH -> 1Zn_3MIm_2MImH_0MeOH + H+,-6.0183000000000675,347.7302999999963,328.5349999999162,328.8484216956422,329.06879742862657,328.1935999999977
Deprotonation (-H+),1Zn_3MIm_1MImH_0MeOH,1Zn_4MIm_0MImH_0MeOH,1Zn_3MIm_1MImH_0MeOH -> 1Zn_4MIm_0MImH_0MeOH + H+,47.07069999999999,407.5512000000024,383.1453999998048,384.4600232170196,383.57711564190686,379.14290000000517
Deprotonation (-H+),1Zn_3MIm_2MImH_0MeOH,1Zn_4MIm_1MImH_0MeOH,1Zn_3MIm_2MImH_0MeOH -> 1Zn_4MIm_1MImH_0MeOH + H+,79.21670000000006,428.82850000000394,400.89060000004247,401.44573078653775,401.29309911327437,403.4256000000013
"Exchange (-MeOH, +MIm(-))",1Zn_0MIm_0MImH_4MeOH,1Zn_1MIm_0MImH_3MeOH,1Zn_0MIm_0MImH_4MeOH + MIm- -> 1Zn_1MIm_0MImH_3MeOH + MeOH,-184.1537,-218.24250000000347,-196.32419999988633,-199.35618940848508,-199.2930125145649,-200.00639999999885
"Exchange (-MeOH, +MIm(-))",1Zn_0MIm_0MImH_5MeOH,1Zn_1MIm_0MImH_4MeOH,1Zn_0MIm_0MImH_5MeOH + MIm- -> 1Zn_1MIm_0MImH_4MeOH + MeOH,-174.0521,-209.67220000000043,-186.32099999996717,-190.5673943835718,-189.07187929187785,-189.11339999999882
"Exchange (-MeOH, +MIm(-))",1Zn_0MIm_0MImH_6MeOH,1Zn_1MIm_0MImH_5MeOH,1Zn_0MIm_0MImH_6MeOH + MIm- -> 1Zn_1MIm_0MImH_5MeOH + MeOH,-161.09040000000002,-197.2877000000003,-176.79230000005919,-179.6261410335719,-180.33192543892073,-179.50880000000006
"Exchange (-MeOH, +MIm(-))",1Zn_0MIm_1MImH_3MeOH,1Zn_1MIm_1MImH_2MeOH,1Zn_0MIm_1MImH_3MeOH + MIm- -> 1Zn_1MIm_1MImH_2MeOH + MeOH,-179.05450000000002,-206.65540000000283,-186.0708000000741,-188.699629056704,-189.23921892323415,-188.9172999999978
"Exchange (-MeOH, +MIm(-))",1Zn_0MIm_1MImH_4MeOH,1Zn_1MIm_1MImH_3MeOH,1Zn_0MIm_1MImH_4MeOH + MIm- -> 1Zn_1MIm_1MImH_3MeOH + MeOH,-174.641,-199.3545999999983,-179.57579999996233,-182.8385201957717,-183.29146897382452,-180.348599999998
"Exchange (-MeOH, +MIm(-))",1Zn_0MIm_1MImH_5MeOH,1Zn_1MIm_1MImH_4MeOH,1Zn_0MIm_1MImH_5MeOH + MIm- -> 1Zn_1MIm_1MImH_4MeOH + MeOH,-164.4188,-189.16499999999678,-169.36189999987255,-171.67097218797426,-172.21701380828745,-172.32389999999987
"Exchange (-MeOH, +MIm(-))",1Zn_0MIm_2MImH_2MeOH,1Zn_1MIm_2MImH_1MeOH,1Zn_0MIm_2MImH_2MeOH + MIm- -> 1Zn_1MIm_2MImH_1MeOH + MeOH,-176.25469999999999,-196.43820000000005,-177.08350000015344,-178.85419472082867,-178.63407661378733,-180.2844999999984
"Exchange (-MeOH, +MIm(-))",1Zn_0MIm_2MImH_3MeOH,1Zn_1MIm_2MImH_2MeOH,1Zn_0MIm_2MImH_3MeOH + MIm- -> 1Zn_1MIm_2MImH_2MeOH + MeOH,-169.3282,-192.24899999999934,-170.58169999995152,-172.82948249959736,-172.8334212366899,-174.984399999998
"Exchange (-MeOH, +MIm(-))",1Zn_0MIm_2MImH_4MeOH,1Zn_1MIm_2MImH_3MeOH,1Zn_0MIm_2MImH_4MeOH + MIm- -> 1Zn_1MIm_2MImH_3MeOH + MeOH,-154.78900000000002,-179.82960000000048,-159.51359999991837,-161.58463676305837,-161.4091170814063,-162.08939999999757
"Exchange (-MeOH, +MIm(-))",1Zn_0MIm_3MImH_1MeOH,1Zn_1MIm_3MImH_0MeOH,1Zn_0MIm_3MImH_1MeOH + MIm- -> 1Zn_1MIm_3MImH_0MeOH + MeOH,-173.49570000000003,-186.8136000000045,-167.83219999980065,-169.51929697053856,-169.90485317326966,-172.1041999999984
"Exchange (-MeOH, +MIm(-))",1Zn_0MIm_3MImH_2MeOH,1Zn_1MIm_3MImH_1MeOH,1Zn_0MIm_3MImH_2MeOH + MIm- -> 1Zn_1MIm_3MImH_1MeOH + MeOH,-154.9213,-170.29330000000073,-152.255300000048,-153.19451300552464,-152.70772974923602,-156.0956999999985
"Exchange (-MeOH, +MIm(-))",1Zn_0MIm_3MImH_3MeOH,1Zn_1MIm_3MImH_2MeOH,1Zn_0MIm_3MImH_3MeOH + MIm- -> 1Zn_1MIm_3MImH_2MeOH + MeOH,-159.88610000000003,-173.75900000000138,-159.12489999990794,-159.67609804982203,-159.29406081661,-161.05520000000297
"Exchange (-MeOH, +MIm(-))",1Zn_0MIm_4MImH_1MeOH,1Zn_1MIm_4MImH_0MeOH,1Zn_0MIm_4MImH_1MeOH + MIm- -> 1Zn_1MIm_4MImH_0MeOH + MeOH,-160.4473,-176.55749999999853,-154.6991000000562,-156.82673191800131,-157.02749488686095,-158.00619999999662
"Exchange (-MeOH, +MIm(-))",1Zn_0MIm_4MImH_2MeOH,1Zn_1MIm_4MImH_1MeOH,1Zn_0MIm_4MImH_2MeOH + MIm- -> 1Zn_1MIm_4MImH_1MeOH + MeOH,-142.90720000000002,-164.93960000000106,-143.71420000001672,-145.766193085321,-145.59179087073426,-148.1381999999944
"Exchange (-MeOH, +MIm(-))",1Zn_0MIm_5MImH_1MeOH,1Zn_1MIm_5MImH_0MeOH,1Zn_0MIm_5MImH_1MeOH + MIm- -> 1Zn_1MIm_5MImH_0MeOH + MeOH,-133.24829999999994,-155.4004000000018,-135.28670000002603,-136.369970783795,-136.3888257899962,-138.17719999999872
"Exchange (-MeOH, +MIm(-))",1Zn_1MIm_0MImH_3MeOH,1Zn_2MIm_0MImH_2MeOH,1Zn_1MIm_0MImH_3MeOH + MIm- -> 1Zn_2MIm_0MImH_2MeOH + MeOH,-126.85420000000003,-140.03709999999728,-123.53720000010799,-125.65586299772258,-126.18251699671964,-127.56339999999955
"Exchange (-MeOH, +MIm(-))",1Zn_1MIm_0MImH_4MeOH,1Zn_2MIm_0MImH_3MeOH,1Zn_1MIm_0MImH_4MeOH + MIm- -> 1Zn_2MIm_0MImH_3MeOH + MeOH,-118.15350000000004,-137.7737000000011,-119.15559999991092,-121.55699114812887,-122.62505538048572,-126.40170000000262
"Exchange (-MeOH, +MIm(-))",1Zn_1MIm_0MImH_5MeOH,1Zn_2MIm_0MImH_4MeOH,1Zn_1MIm_0MImH_5MeOH + MIm- -> 1Zn_2MIm_0MImH_4MeOH + MeOH,-115.61959999999996,-126.64340000000038,-112.23629999996047,-113.51170589166577,-113.34109653308406,-116.18700000000217
"Exchange (-MeOH, +MIm(-))",1Zn_1MIm_1MImH_2MeOH,1Zn_2MIm_1MImH_1MeOH,1Zn_1MIm_1MImH_2MeOH + MIm- -> 1Zn_2MIm_1MImH_1MeOH + MeOH,-121.24319999999997,-131.30399999999963,-114.99689999988186,-116.03647269666544,-116.46793717445689,-119.72260000000142
"Exchange (-MeOH, +MIm(-))",1Zn_1MIm_1MImH_3MeOH,1Zn_2MIm_1MImH_2MeOH,1Zn_1MIm_1MImH_3MeOH + MIm- -> 1Zn_2MIm_1MImH_2MeOH + MeOH,-112.93040000000005,-127.09180000000151,-109.5675999999221,-111.22950029067579,-111.86352938596974,-115.60429999999951
