structure,n_imzw,variant,n_wat,contact_class,contact_type,contact_detail,contact_distance_A,contact_angle_deg,contact_angle_atoms,contact_matched,contact_status,run8|BSSE=no,run102|BSSE=no,run102|BSSE=yes,run110|BSSE=no,optimized|BSSE=no,optimized_minus_ref
IMZW1_1_WAT1,1,1,1,OH...N3,OH...N3,H1...N3,1.8532007123293472,177.80268310828183,O-H1-N3,OH...N3;OH...pi(C3),ok,-5.278600000000552,-7.134638345247367,-7.090544614940882,-6.723500000000513,-6.5995074750761065,0.49103713986477526
IMZW2_1_WAT1,2,1,1,OH...pi(C1),OH...pi,H1...C1,2.570446894668318,140.42154042529134,O-H1-C1,OH...pi(C1);OH...pi(C2);OH...pi(N9);OH...pi(C3);OH...pi(C3),ok,-3.6799999999993815,-3.7718970986024942,-3.7149982995179016,-3.680800000000545,-2.72939343380616,0.9856048657117418
IMZW2_1_WAT2,2,1,2,OH...N3,OH...N3,H1...N3,1.908995920684484,162.0719641111805,O-H1-N3,OH...N3;OH...pi(C3);OH...pi(N9),ok,-4.58639999999923,-5.902086645306554,-5.859500398568343,-6.39660000000049,-6.583775498806885,-0.7242751002385415
IMZW3_1_WAT1,3,1,1,OH...N3,OH...N3,H1...N3,1.844911028539046,168.3329671580441,O-H1-N3,OH...N3;OH...pi(C1);OH...pi(C3);OH...pi(N9),ok,-4.819599999999809,-6.592548942193389,-6.5510450037545525,-6.465599999999995,-6.547747732613679,0.0032972711408731925
IMZW3_1_WAT2,3,1,2,CH...O(C1),CH...O,H4...O,3.1678019150945977,106.19230141396636,C1-H4-O,CH...O(C1),ok,-1.2067999999990209,-1.350965693272883,-1.3331476696766913,-1.6017999999990025,-1.563845978759768,-0.23069830908307676
IMZW3_1_WAT3,3,1,3,OH...pi(C3),OH...pi,H1...C3,2.6052356015506546,153.68247453964423,O-H1-C3,OH...pi(C3);OH...pi(N9),ok,-3.016599999999926,-3.198866391321644,-3.144241372210672,-3.2637999999992644,-2.698854869488772,0.44538650272190017
IMZW4_1_WAT1,4,1,1,OH...pi(C2),OH...pi,H2...C2,2.6285234198730283,128.89416985150223,O-H2-C2,OH...pi(C2);OH...pi(C1);OH...pi(N9);OH...pi(C3);OH...pi(N9),ok,-2.564100000000508,-1.7208274366566911,-1.6638158365094569,-1.3426999999996951,0.12192954612724663,1.7857453826367036
IMZW4_1_WAT2,4,1,2,CH...O(C3),CH...O,H7...O,3.1348298931401364,95.68080538345303,C3-H7-O,CH...O(C3);OH...pi(C3);OH...pi(N9),ok,-2.813799999998992,-1.841067840839969,-1.8168130258854944,-2.278999999999087,-1.2658421687847408,0.5509708571007537
IMZW4_1_WAT3,4,1,3,NH...O,NH...O,H6...O,2.040255321952132,143.06620610382845,N9-H6-O,NH...O;OH...pi(C3),ok,-3.781099999999242,-4.884432899707463,-4.839185817661928,-5.330599999999777,-5.541107576481098,-0.7019217588191697
IMZW4_1_WAT4,4,1,4,OH...pi(N9),OH...pi,H1...N9,3.070557307137745,100.85123309823848,O-H1-N9,OH...pi(N9);CH...O(C2),ok,0.0245000000004438,0.6261647764767986,0.6490371114923619,0.5650000000000546,0.7145941093562946,0.06555699786393276
IMZW5_1_WAT1,5,1,1,NH...O,NH...O,H6...O,1.9336300430496007,149.8937763830087,N9-H6-O,NH...O;OH...pi(C3);CH...O(C3),ok,-3.614999999998872,-3.9407091206521727,-3.875050291826483,-4.692499999999654,-4.346362105606209,-0.4713118137797263
IMZW5_1_WAT2,5,1,2,OH...pi(C3),OH...pi,H1...C3,3.158527078055688,98.15414629662314,O-H1-C3,OH...pi(C3);CH...O(C3);OH...pi(N9);OH...pi(C3),ok,-2.873800000000301,-1.8273900695785412,-1.7952964444993995,-2.596299999999701,-1.7428965200440587,0.05239992445534081
IMZW5_1_WAT3,5,1,3,OH...pi(C2),OH...pi,H2...C2,2.605298947163261,148.5409919885516,O-H2-C2,OH...pi(C2);OH...pi(C1);OH...pi(N9);OH...pi(C3);OH...pi(C3),ok,-3.625199999999495,-3.5944459371676203,-3.532646345585817,-3.503799999999046,-2.3819027206834367,1.1507436249023804
IMZW5_1_WAT4,5,1,4,OH...N3,OH...N3,H1...N3,1.909166221635508,155.29811159148,O-H1-N3,OH...N3;OH...pi(C3);OH...pi(N9),ok,-4.10990000000038,-5.549042182770791,-5.49856867158087,-5.887199999999666,-6.074187416856173,-0.5756187452753032
IMZW5_1_WAT5,5,1,5,CH...O(C3),CH...O,H7...O,2.8326759956384,126.88201965247414,C3-H7-O,CH...O(C3);OH...pi(C3),ok,-2.1233000000002,-2.0945615158998407,-2.06423366110539,-2.420300000000225,-1.9020869512325853,0.16214670987280488
IMZW6_1_WAT1,6,1,1,OH...N3,OH...N3,H2...N3,2.0053116916549407,149.77156002021704,O-H2-N3,OH...N3;OH...pi(C3);OH...pi(N9),ok,-3.840299999998933,-5.354212393664056,-5.310838453762699,-5.550599999999122,-5.750959985057586,-0.44012153129488674
IMZW6_1_WAT2,6,1,2,OH...pi(C1),OH...pi,H1...C1,2.464257763499184,146.90926550696025,O-H1-C1,OH...pi(C1);OH...pi(C2);OH...pi(N9);OH...pi(C3);OH...pi(C3),ok,-3.6341999999995096,-3.534291215444682,-3.4746711456100456,-3.3184000000005653,-2.025694081187261,1.4489770644227846
IMZW6_1_WAT3,6,1,3,CH...O(C3),CH...O,H7...O,2.664041864751566,137.05749266382014,C3-H7-O,CH...O(C3);OH...pi(C3),ok,-2.0608000000002,-1.5253482154221274,-1.5004914331366308,-1.97840000000042,-1.545501806052031,-0.04501037291540011
IMZW6_1_WAT4,6,1,4,NH...O,NH...O,H6...O,1.9078685189776572,158.1872518348434,N9-H6-O,NH...O;OH...pi(C3),ok,-3.321899999999914,-3.270302219170844,-3.205808919563424,-3.962400000000798,-3.436332492338283,-0.23052357277485935
