eval,key,objective,RMSE,diff_mean,mean_error,diff_std,pearson_r,slope,slope_error,intercept,elapsed_s,D_H,D_C,D_N,D_O,Q_H,Q_C,Q_N,Q_O,error
1,4e624ece8e55,2.1771099584726747,0.4954194090379602,-0.35595082141681156,0.35595082141681156,0.347267485902758,0.9877976824246006,0.9457185682718751,0.05428143172812494,-0.47706348856124503,0.5585811138153076,1.0,0.8,0.6,0.2,1.0,2.6,3.4,3.0,
2,7d5f27050b03,7.828274122489866,1.5343091896760106,-0.1557135638444949,0.1557135638444949,1.5382659088815607,0.9087435656745488,1.3397821875991862,0.3397821875991862,0.6024080567203693,0.5427758693695068,2.2651909638326577,1.7148672750387515,2.107738058260775,1.0435210005331088,1.5446467793934815,1.5743060903749795,1.0194438495813172,1.1803992446809364,
3,84701c402329,2.9884924481218285,0.948761148728924,-0.343230160782107,0.343230160782107,0.8913836708520704,0.9346999827071474,1.0595871795521927,0.059587179552192726,-0.21027931528256047,0.5465927124023438,1.9532841702788444,2.0484452632785333,0.27927421283636544,1.2132506408421098,0.3958954101970813,1.4057157426131184,1.3090650716136176,3.7552215415439427,
4,fc0d5618e8c5,10.840659662937163,1.659419153409164,-1.0696674012515852,1.0696674012515852,1.2785271832455327,0.9691945892991107,1.4527759898585209,0.45277598985852086,-0.059434140909762276,0.5488095283508301,1.001446795554812,1.3543419909935337,1.1507565452427448,1.3130487018446981,0.0029184934529971063,3.6971402572048655,2.002011303564488,3.949723237699794,
5,62cc848baf07,5.13907014906585,1.1242529277087046,0.056614220936891814,0.056614220936891814,1.1315646379032873,0.9325503005213304,1.2148203042236003,0.21482030422360032,0.5359210331007639,0.5508358478546143,1.2030012613703025,1.980880367152135,2.2584638235839085,0.34987644783863137,1.1965909864220885,2.9175268825335747,1.5603292432761076,2.2113483116498207,
6,9fd4fac0fc26,11.282455875409266,1.8867872516519388,-0.8695844106072711,0.8695844106072711,1.6874828266655333,0.926519962524257,1.4820404274918009,0.48204042749180087,0.20594362884060788,0.5472548007965088,0.3882714299674539,1.7970475039969251,1.6296455203793503,1.4887773263977149,3.91265466989665,2.952321298122721,4.009761212059406,0.6847279350905948,
7,91aa072ed793,7.103509857207317,1.3588141773195073,-0.34514478003852,0.34514478003852,1.3244770088385496,0.9281016532903545,1.3041956762571094,0.3041956762571094,0.33357625793685836,0.5452542304992676,0.8847086581146129,1.875765858531179,2.1691716447742726,0.16582767267965837,3.6899908929850302,1.0293012131852228,2.7269237474399968,3.3060628188593544,
8,e17585032a64,13.048854393110359,1.8910669958268476,-1.158339227150862,1.158339227150862,1.5064185597629658,0.9691815280898934,1.5622583143853508,0.5622583143853508,0.09617086794781492,0.5459692478179932,2.4922688769124655,0.9037546743691772,1.7087810234240663,0.9185102070253028,3.0089093791748542,3.5828851001638773,1.0935895179888349,4.777955905234325,
9,acc5a657d62f,22.245620289817975,3.246932883674139,-2.037760319415024,2.037760319415024,2.5475383095151645,0.945855017228542,1.9520203069976563,0.9520203069976563,0.0863862788849179,0.5485742092132568,1.5805129163936127,0.09453524649811396,1.7805538657332456,2.2085655187769593,2.894489172802634,4.603025050967229,4.791818044923234,0.7365082087495702,
10,ac5c7563079f,9.206606396508045,1.509322143279544,-0.5854065709366514,0.5854065709366514,1.4019958492737885,0.9424535205107141,1.4032386215421264,0.4032386215421264,0.3142989710103369,0.5466134548187256,2.231988691490508,1.5936131387331909,2.026296708316237,0.8474393680791668,1.4267721781576292,3.400357078982622,3.3116644698392848,1.5970291419942584,
