run,scan_value,zn_n_distance,imh_total_charge,zn_charge,wat6_charge,zn_6wat_charge,output_path
run118,5.0,9.259739664167125,1.000000000070389e-06,,,,/home/zbai29/data/qmmm_test/react_benchmark/Zn_scan_IMH/SP_init/run118/1Zn_1ImH_6Wat_1Hbond_IMH_5.0_full/old.orc_job.dat
run118,6.0,10.259739664163893,-6.938893903907228e-18,,,,/home/zbai29/data/qmmm_test/react_benchmark/Zn_scan_IMH/SP_init/run118/1Zn_1ImH_6Wat_1Hbond_IMH_6.0_full/old.orc_job.dat
run118,7.0,11.259739664237522,-3.469446951953614e-17,,,,/home/zbai29/data/qmmm_test/react_benchmark/Zn_scan_IMH/SP_init/run118/1Zn_1ImH_6Wat_1Hbond_IMH_7.0_full/old.orc_job.dat
run118,8.0,12.259739664204812,1.0000000000148779e-06,,,,/home/zbai29/data/qmmm_test/react_benchmark/Zn_scan_IMH/SP_init/run118/1Zn_1ImH_6Wat_1Hbond_IMH_8.0_full/old.orc_job.dat
run118,9.0,13.259739664180987,1.000000000046103e-06,,,,/home/zbai29/data/qmmm_test/react_benchmark/Zn_scan_IMH/SP_init/run118/1Zn_1ImH_6Wat_1Hbond_IMH_9.0_full/old.orc_job.dat
run41,-0.1,4.15973966421436,0.2794940000000001,,,,/home/zbai29/data/qmmm_test/react_benchmark/Zn_scan_IMH/SP_init/run41/1Zn_1ImH_6Wat_1Hbond_IMH_m0.1_full/old.orc_job.dat
run41,-0.1,4.15973966421436,,1.713741,0.006766000000000022,1.720507,/home/zbai29/data/qmmm_test/react_benchmark/Zn_scan_IMH/SP_init/run41/1Zn_1ImH_6Wat_1Hbond_IMH_m0.1_full/old.orc_job.dat
run41,0.0,4.259739664185972,0.215405,,,,/home/zbai29/data/qmmm_test/react_benchmark/Zn_scan_IMH/SP_init/run41/1Zn_1ImH_6Wat_1Hbond_full/old.orc_job.dat
run41,0.0,4.259739664185972,,1.706482,0.07811599999999999,1.7845980000000001,/home/zbai29/data/qmmm_test/react_benchmark/Zn_scan_IMH/SP_init/run41/1Zn_1ImH_6Wat_1Hbond_full/old.orc_job.dat
run41,0.1,4.359739664157584,0.16071500000000002,,,,/home/zbai29/data/qmmm_test/react_benchmark/Zn_scan_IMH/SP_init/run41/1Zn_1ImH_6Wat_1Hbond_IMH_0.1_full/old.orc_job.dat
run41,0.1,4.359739664157584,,1.699677,0.13960699999999998,1.8392840000000001,/home/zbai29/data/qmmm_test/react_benchmark/Zn_scan_IMH/SP_init/run41/1Zn_1ImH_6Wat_1Hbond_IMH_0.1_full/old.orc_job.dat
run41,0.2,4.459739664226648,0.11922600000000001,,,,/home/zbai29/data/qmmm_test/react_benchmark/Zn_scan_IMH/SP_init/run41/1Zn_1ImH_6Wat_1Hbond_IMH_0.2_full/old.orc_job.dat
run41,0.2,4.459739664226648,,1.694428,0.18634699999999993,1.8807749999999999,/home/zbai29/data/qmmm_test/react_benchmark/Zn_scan_IMH/SP_init/run41/1Zn_1ImH_6Wat_1Hbond_IMH_0.2_full/old.orc_job.dat
run41,0.5,4.759739664218344,0.058611000000000066,,,,/home/zbai29/data/qmmm_test/react_benchmark/Zn_scan_IMH/SP_init/run41/1Zn_1ImH_6Wat_1Hbond_IMH_0.5_full/old.orc_job.dat
run41,0.5,4.759739664218344,,1.684409,0.256982,1.941391,/home/zbai29/data/qmmm_test/react_benchmark/Zn_scan_IMH/SP_init/run41/1Zn_1ImH_6Wat_1Hbond_IMH_0.5_full/old.orc_job.dat
run41,1.0,5.259739664162147,0.05009999999999998,,,,/home/zbai29/data/qmmm_test/react_benchmark/Zn_scan_IMH/SP_init/run41/1Zn_1ImH_6Wat_1Hbond_IMH_1.0_full/old.orc_job.dat
run41,1.0,5.259739664162147,,1.66242,0.287481,1.949901,/home/zbai29/data/qmmm_test/react_benchmark/Zn_scan_IMH/SP_init/run41/1Zn_1ImH_6Wat_1Hbond_IMH_1.0_full/old.orc_job.dat
run41,1.5,5.7597396641945195,0.03875300000000003,,,,/home/zbai29/data/qmmm_test/react_benchmark/Zn_scan_IMH/SP_init/run41/1Zn_1ImH_6Wat_1Hbond_IMH_1.5_full/old.orc_job.dat
run41,1.5,5.7597396641945195,,1.649969,0.311279,1.9612479999999999,/home/zbai29/data/qmmm_test/react_benchmark/Zn_scan_IMH/SP_init/run41/1Zn_1ImH_6Wat_1Hbond_IMH_1.5_full/old.orc_job.dat
run41,2.0,6.259739664150032,0.017145000000000035,,,,/home/zbai29/data/qmmm_test/react_benchmark/Zn_scan_IMH/SP_init/run41/1Zn_1ImH_6Wat_1Hbond_IMH_2.0_full/old.orc_job.dat
run41,2.0,6.259739664150032,,1.637388,0.345468,1.982856,/home/zbai29/data/qmmm_test/react_benchmark/Zn_scan_IMH/SP_init/run41/1Zn_1ImH_6Wat_1Hbond_IMH_2.0_full/old.orc_job.dat
run41,2.5,6.7597396641912875,0.007024000000000023,,,,/home/zbai29/data/qmmm_test/react_benchmark/Zn_scan_IMH/SP_init/run41/1Zn_1ImH_6Wat_1Hbond_IMH_2.5_full/old.orc_job.dat
run41,2.5,6.7597396641912875,,1.630557,0.362418,1.992975,/home/zbai29/data/qmmm_test/react_benchmark/Zn_scan_IMH/SP_init/run41/1Zn_1ImH_6Wat_1Hbond_IMH_2.5_full/old.orc_job.dat
